region,4046,4225,4770
SouthCentral,169164031.48999995,58693165.79999999,2412798.4
California,114949380.29999997,105147465.95999993,7710648.669999999
West,119268930.09000003,76871666.96999998,5973364.45
Northeast,14531065.999999996,142179312.17000002,1780119.3299999998
Southeast,105912021.48000002,27503743.199999996,357360.9300000001
